"Category","Command","Key","Bound"
"Process Project Logical Editor","Show Tracks with Track Versions",,"False"
"Process Project Logical Editor","Switch MIDI Tracks Off and Hide if empty or short","Ctrl+Alt+Shift+Y","True"
"Process Project Logical Editor","Switch MIDI Tracks On if empty or short",,"False"
"Process Project Logical Editor","Toggle Automation Read of Visible Tracks",,"False"
"Process Project Logical Editor","Toggle Automation Write of Visible Tracks",,"False"
"Process Project Logical Editor","Toggle EQ Bypass of Selected Tracks","Ctrl+Alt+Shift+Q","True"
"Process Project Logical Editor","Toggle EQ Bypass of Tracks with 'Out' in the Name",,"False"
"Process Project Logical Editor","Toggle Folder Open State If Name Contains 'MIDI'",,"False"
"Process Project Logical Editor","Toggle Inserts Bypass of Selected Tracks","Ctrl+Alt+Shift+J","True"
"Process Project Logical Editor","Toggle Inserts Bypass of Tracks with 'Out' in the Name",,"False"
"Process Project Logical Editor","Toggle Lanes Active",,"False"
"Process Project Logical Editor","Toggle Monitor for Tracks Containing 'HALion' in the Name",,"False"
"Process Project Logical Editor","Toggle Monitor of All Audio Tracks","Ctrl+Alt+Shift+F22","True"
"Process Project Logical Editor","Toggle Monitor of Visible Folders",,"False"
"Process Project Logical Editor","Toggle Monitor of Visible Tracks",,"False"
"Process Project Logical Editor","Toggle Mute for Hidden Tracks",,"False"
"Process Project Logical Editor","Toggle Record Enable of All Tracks","Ctrl+Alt+Shift+F21","True"
"Process Project Logical Editor","Toggle Record Enable of Audio Tracks",,"False"
"Process Project Logical Editor","Toggle Record of Visible Folders",,"False"
"Process Project Logical Editor","Toggle Sends Bypass of Selected Tracks","Ctrl+Alt+Shift+K","True"
"Process Project Logical Editor","Toggle Time Base for Selected Tracks",,"False"
"Process Project Logical Editor","Toggle Visibility of All Track Types except Audio",,"False"
"Process Project Logical Editor","Zoom In on Tracks with Selected Events & Parts",,"False"
"Project","Auto Fades Settings",,"False"
"Project","Bring To Front",,"False"
"Project","Colors","Alt+Shift+S","True"
"Project","Create Project Preview",,"False"
"Project","Divide Track List",,"False"
"Project","Duplicate Tracks",,"False"
"Project","Folding: Fold Tracks",,"False"
"Project","Folding: Toggle Selected Track",,"False"
"Project","Folding: Toggle Tracks",,"False"
"Project","Folding: Tracks To Folder",,"False"
"Project","Folding: Unfold Tracks",,"False"
"Project","Move Selected Tracks/Channels to First Available Position",,"False"
"Project","Move Selected Tracks/Channels to Last Available Position",,"False"
"Project","Move Selected Tracks/Channels to Next Available Position",,"False"
"Project","Move Selected Tracks/Channels to Previous Available Position",,"False"
"Project","Notepad",,"False"
"Project","Open Markers","Ctrl+M","True"
"Project","Open Pool","Ctrl+P","True"
"Project","Open Tempo Track","Ctrl+T","True"
"Project","Remove Empty Tracks",,"False"
"Project","Remove Project Preview",,"False"
"Project","Remove Selected Tracks","Shift+Del","True"
"Project","Select Track: Add Next",,"False"
"Project","Select Track: Add Prev",,"False"
"Project","Select Track: Next",,"False"
"Project","Select Track: Prev",,"False"
"Project","Set Project Preview Start Position",,"False"
"Project","Set Timecode",,"False"
"Project","Set Track/Event Color","Alt+Shift+C","True"
"Project","Setup","Shift+S","True"
"Project","Tap Tempo","Shift+Space","True"
"Project","Tempo Detection",,"False"
"Project","Track Controls Settings",,"False"
"Quantize Category","AudioWarp Quantize On/Off",,"False"
"Quantize Category","Create Groove Quantize Preset",,"False"
"Render in Place","Render",,"False"
"Render in Place","Render Setup...",,"False"
"Sample Editor","Bypass Warping",,"False"
"Sample Editor","VariAudio - Bypass Pitching",,"False"
"Sample Editor","VariAudio - Extract MIDI (no Dialog)",,"False"
"Sample Editor","VariAudio - Extract MIDI...",,"False"
"Sample Editor","VariAudio - Quantize Pitch",,"False"
"Sample Editor","VariAudio - Reanalyze",,"False"
"Sample Editor","VariAudio - Reset Formant Shift Changes",,"False"
"Sample Editor","VariAudio - Reset Pitch + Warp Changes",,"False"
"Sample Editor","VariAudio - Reset Pitch Changes",,"False"
"Sample Editor","VariAudio - Reset Pitch Curve Changes",,"False"
"Sample Editor","VariAudio - Reset Volume Changes",,"False"
"Sample Editor","VariAudio - Reset Warp Changes",,"False"
"Sample Editor","VariAudio - Show MIDI Reference Track",,"False"
"Sample Editor","VariAudio - Toggle Pitch Snap Mode",,"False"
"Sample Editor","VariAudio - Toggle Smart Control Mode",,"False"
"Sample Editor","Zoom Mode: Clip-Based",,"False"
"Sample Editor","Zoom Mode: Global",,"False"
"Score Editor","Add Layout",,"False"
"Score Editor","Bar Numbers",,"False"
"Score Editor","Beam Together",,"False"
"Score Editor","Cautionary Accidentals",,"False"
"Score Editor","Change Instrument Type for Selected Track",,"False"
"Score Editor","Concert Pitch",,"False"
"Score Editor","Cross to Staff Above",,"False"
"Score Editor","Cross to Staff Below",,"False"
"Score Editor","Explode",,"False"
"Score Editor","Fill View",,"False"
"Score Editor","Flip",,"False"
"Score Editor","Hide in Score",,"False"
"Score Editor","Hide Signposts",,"False"
"Score Editor","Layout: Auf Layout 1 umschalten",,"False"
"Score Editor","Layout: Auf Layout 2 umschalten",,"False"
"Score Editor","Layout: Auf Layout 3 umschalten",,"False"
"Score Editor","Layout: Auf Layout 4 umschalten",,"False"
"Score Editor","Layout: Auf Layout 5 umschalten",,"False"
"Score Editor","Layout: Auf Layout 6 umschalten",,"False"
"Score Editor","Layout: Auf Layout 7 umschalten",,"False"
"Score Editor","Layout: Auf Layout 8 umschalten",,"False"
"Score Editor","Lock/Unlock Layout",,"False"
"Score Editor","lyrics from clip",,"False"
"Score Editor","Make Unbeamed",,"False"
"Score Editor","Move to Staff Above",,"False"
"Score Editor","Move to Staff Below",,"False"
"Score Editor","Move To String 1",,"False"
"Score Editor","Move To String 10",,"False"
"Score Editor","Move To String 11",,"False"
"Score Editor","Move To String 12",,"False"
"Score Editor","Move To String 2",,"False"
"Score Editor","Move To String 3",,"False"
"Score Editor","Move To String 4",,"False"
"Score Editor","Move To String 5",,"False"
"Score Editor","Move To String 6",,"False"
"Score Editor","Move To String 7",,"False"
"Score Editor","Move To String 8",,"False"
"Score Editor","Move To String 9",,"False"
"Score Editor","Move To Voice 1",,"False"
"Score Editor","Move To Voice 2",,"False"
"Score Editor","Move To Voice 3",,"False"
"Score Editor","Move To Voice 4",,"False"
"Score Editor","Note and Rest Colors: None",,"False"
"Score Editor","Note and Rest Colors: Out of Range",,"False"
"Score Editor","Note and Rest Colors: Voice Color",,"False"
"Score Editor","Notes Out Of Range",,"False"
"Score Editor","Open Font Styles",,"False"
"Score Editor","Open Instrument Settings",,"False"
"Score Editor","Open Layout Settings",,"False"
"Score Editor","Open Notation Options",,"False"
"Score Editor","Open Paragraph Styles",,"False"
"Score Editor","Open Score Settings",,"False"
"Score Editor","Page View",,"False"
"Score Editor","Remove Layout",,"False"
"Score Editor","Reset Beaming",,"False"
"Score Editor","Reset Scoring Properties",,"False"
"Score Editor","Reset to Default Notehead",,"False"
"Score Editor","Reset to Original Staff",,"False"
"Score Editor","Respell Using Note Name Above",,"False"
"Score Editor","Respell Using Note Name Below",,"False"
"Score Editor","Set Partial Beam Direction Left",,"False"
"Score Editor","Set Partial Beam Direction Right",,"False"
"Score Editor","Show in Score",,"False"
"Score Editor","Split Beam",,"False"
"Score Editor","Split Secondary Beam",,"False"
"Score Editor","System Break",,"False"
"Score Editor","Toggle Round Brackets",,"False"
"Score Editor","Toggle Square Brackets",,"False"
"Score Editor","Transposed Pitch",,"False"
"Set Insert Length",".","Alt+.","True"
"Set Insert Length","1","Alt+1","True"
"Set Insert Length","128","Alt+8","True"
"Set Insert Length","16","Alt+5","True"
"Set Insert Length","2","Alt+2","True"
"Set Insert Length","32","Alt+6","True"
"Set Insert Length","4","Alt+3","True"
"Set Insert Length","64","Alt+7","True"
"Set Insert Length","8","Alt+4","True"
"Set Insert Length","T","Alt+,","True"
"Stem Separation","Separate Stems",,"False"
"Tool","Audio Tempo Definition Tool","Alt+Num2","True"
"Tool","Color Tool","Alt+Num3","True"
"Tool","Combine Selection Tools On/Off","Alt+Shift+1","True"
"Tool","Comp Tool","Alt+Num4","True"
"Tool","Curve Tool","Alt+Num5","True"
"Tool","Curve Tool: Line","Alt+Num6","True"
"Tool","Curve Tool: Paint","Alt+Num7","True"
"Tool","Curve Tool: Parabola","Alt+Num8","True"
"Tool","Curve Tool: Sine","Alt+Num9","True"
"Tool","Curve Tool: Square","Alt+Num+","True"
"Tool","Curve Tool: Triangle","Alt+Num-","True"
"Tool","Delete Tool","5","True"
"Tool","Draw Tool","8","True"
"Tool","Drumstick Tool","0","True"
"Tool","Edit Pitch/Warp Tool","Alt+Num*","True"
"Tool","Free Warp Tool","Alt+Num/","True"
"Tool","Glue Tool","4","True"
"Tool","Hitpoint Tool","Alt+Num.","True"
"Tool","Mute Tool","7","True"
"Tool","Next Tool","F10","True"
"Tool","Object Selection Tool: Normal Sizing","Ctrl+B","True"
"Tool","Object Selection Tool: Sizing Applies Time Stretch","Ctrl+H","True"
"Tool","Object Selection Tool: Sizing Moves Content","Ctrl+J","True"
"Tool","Play Tool","9","True"
"Tool","Popup Tools","Ctrl+Y","True"
"Tool","Previous Tool","F9","True"
"Tool","Range Tool","2","True"
"Tool","Scrub Tool","Ctrl+0","True"
"Tool","Select Tool","1","True"
"Tool","Split Tool","3","True"
"Tool","TimeWarp Tool","Ctrl+3","True"
"Tool","Tool 1","Ctrl+4","True"
"Tool","Tool 10","Ctrl+5","True"
"Tool","Tool 2","Ctrl+6","True"
"Tool","Tool 3","Ctrl+7","True"
"Tool","Tool 4","Ctrl+8","True"
"Tool","Tool 5","Ctrl+9","True"
"Tool","Tool 6","Ctrl+F1","True"
"Tool","Tool 7","Ctrl+F2","True"
"Tool","Tool 8","Ctrl+F3","True"
"Tool","Tool 9","Ctrl+F4","True"
"Tool","Trim Tool","Ctrl+F5","True"
"Tool","Zoom Tool","6","True"
"TrackVersions","Assign Common Version ID",,"False"
"TrackVersions","Create Lanes from Versions",,"False"
"TrackVersions","Create Versions from Lanes",,"False"
"TrackVersions","Delete Inactive Versions of All Tracks",,"False"
"TrackVersions","Delete Inactive Versions of Selected Tracks",,"False"
"TrackVersions","Delete Version",,"False"
"TrackVersions","Duplicate Version","Ctrl+Shift+D","True"
"TrackVersions","New Version","Ctrl+Shift+N","True"
"TrackVersions","Next Version","Ctrl+Shift+H","True"
"TrackVersions","Previous Version","Ctrl+Shift+G","True"
"TrackVersions","Rename Version",,"False"
"TrackVersions","Select Tracks with Same Version ID",,"False"
"Transport","Activate Return to Start Position","Ctrl+Alt+Shift+A","True"
"Transport","Audio Record Mode","Ctrl+Alt+Shift+I","True"
"Transport","Auto Punch In","I","True"
"Transport","Auto Punch Out","O","True"
"Transport","Cycle","Pad /","True"
"Transport","Edit Mode","Ctrl+Alt+Shift+T","True"
"Transport","Exchange Locator Positions","Ctrl+Alt+Shift+F1","True"
"Transport","Exchange Time Formats",".","True"
"Transport","Fast Forward","Shift+Pad +","True"
"Transport","Fast Rewind","Shift+Pad -","True"
"Transport","Forward","Pad +","True"
"Transport","Global Retrospective Record","Shift+Pad *","True"
"Transport","Goto End","Ctrl+Alt+Shift+F2","True"
"Transport","Input Left Locator","Shift+L","True"
"Transport","Input Locator Duration","Shift+D","True"
"Transport","Input Position","Shift+P","True"
"Transport","Input Punch In Position","Shift+I","True"
"Transport","Input Punch Out Position","Shift+O","True"
"Transport","Input Right Locator","Shift+R","True"
"Transport","Input Tempo","Shift+T","True"
"Transport","Input Time Signature","Shift+C","True"
"Transport","Insert Cycle Marker","Ctrl+Alt+Shift+F3","True"
"Transport","Insert Marker","Insert","True"
"Transport","Jog Left","Ctrl+Alt+Shift+F4","True"
"Transport","Jog Right","Ctrl+Alt+Shift+F5","True"
"Transport","Locate Next Event","N","True"
"Transport","Locate Next Hitpoint","Alt+N","True"
"Transport","Locate Next Marker","Shift+N","True"
"Transport","Locate Previous Event","B","True"
"Transport","Locate Previous Hitpoint","Alt+B","True"
"Transport","Locate Previous Marker","Shift+B","True"
"Transport","Locate Selection","L","True"
"Transport","Locate Selection End","Ctrl+Alt+Shift+F6","True"
"Transport","Locators to Selection","P","True"
"Transport","Lock Record","Ctrl+Alt+Shift+F7","True"
"Transport","Loop Selection","Alt+P","True"
"Transport","Loop Selection Solo","Alt+Shift+P","True"
"Transport","Metronome On","C","True"
"Transport","Metronome Setup","Ctrl+Alt+Shift+Num1","True"
"Transport","MIDI Cycle Record Mode","Ctrl+Alt+Shift+F8","True"
"Transport","MIDI Record Auto Quantize","Ctrl+Alt+Shift+F9","True"
"Transport","MIDI Record Mode","Ctrl+Alt+Shift+F10","True"
"Transport","MIDI Retrospective Record: Empty All Buffers","Ctrl+Alt+Shift+F11","True"
"Transport","MIDI Retrospective Record: Insert from Track Input as Cycle Recording","Ctrl+Alt+Shift+F12","True"
"Transport","MIDI Retrospective Record: Insert from Track Input as Linear Recording","Ctrl+Alt+Shift+Num0","True"
"Transport","Nudge +1 Frame","Ctrl+Alt+Shift+Num2","True"
"Transport","Nudge -1 Frame","Ctrl+Alt+Shift+Num3","True"
"Transport","Nudge Cursor +10 Seconds","Ctrl+Alt+Shift+Num4","True"
"Transport","Nudge Cursor +20 Seconds","Ctrl+Alt+Shift+Num5","True"
"Transport","Nudge Cursor +5 Seconds","Ctrl+Alt+Shift+Num6","True"
"Transport","Nudge Cursor -10 Seconds","Ctrl+Alt+Shift+Num7","True"
"Transport","Nudge Cursor -20 Seconds","Ctrl+Alt+Shift+Num8","True"
"Transport","Nudge Cursor -5 Seconds","Ctrl+Alt+Shift+Num9","True"
"Transport","Nudge Cursor Left","Ctrl+Pad -","True"
"Transport","Nudge Cursor Right","Ctrl+Pad +","True"
"Transport","Panel","F2","True"
"Transport","Play from Selection End","Ctrl+Alt+Shift+Num+","True"
"Transport","Play from Selection Start","Ctrl+Alt+Shift+Num-","True"
"Transport","Play Selection Range","Alt+Space","True"
"Transport","Play Selection Solo","Ctrl+Alt+Space","True"
"Transport","Play until Next Marker","Ctrl+Alt+Shift+Num*","True"
"Transport","Play until Selection End","Ctrl+Alt+Shift+Num/","True"
"Transport","Play until Selection Start","Ctrl+Alt+Shift+Num.","True"
"Transport","Post-roll from Selection End","Alt+Shift+A","True"
"Transport","Post-roll from Selection Start","Alt+Shift+B","True"
"Transport","Precount On","Alt+Shift+F","True"
"Transport","Pre-roll to Selection End","Alt+Shift+D","True"
"Transport","Pre-roll to Selection Start","Alt+Shift+E","True"
"Transport","Project Synchronization Setup","Alt+Shift+G","True"
"Transport","Recall Cycle Marker 1","Shift+Pad1","True"
"Transport","Recall Cycle Marker 2","Shift+Pad2","True"
"Transport","Recall Cycle Marker 3","Shift+Pad3","True"
"Transport","Recall Cycle Marker 4","Shift+Pad4","True"
"Transport","Recall Cycle Marker 5","Shift+Pad5","True"
"Transport","Recall Cycle Marker 6","Shift+Pad6","True"
"Transport","Recall Cycle Marker 7","Shift+Pad7","True"
"Transport","Recall Cycle Marker 8","Shift+Pad8","True"
"Transport","Recall Cycle Marker 9","Shift+Pad9","True"
"Transport","Recall Cycle Marker X","Alt+Shift+I","True"
"Transport","Record","Pad *","True"
"Transport","Re-Record on/off","Alt+Shift+H","True"
"Transport","Restart","Alt+Shift+J","True"
"Transport","Return to Start Position","Alt+Shift+K","True"
"Transport","Return to Zero","Alt+Shift+L","True"
"Transport","Rewind","Pad -","True"
"Transport","Set Left Locator","Ctrl+Pad1","True"
"Transport","Set Marker 1","Ctrl+1","True"
"Transport","Set Marker 2","Ctrl+2","True"
"Transport","Set Marker 3","Alt+Shift+M","True"
"Transport","Set Marker 4","Alt+Shift+N","True"
"Transport","Set Marker 5","Alt+Shift+O","True"
"Transport","Set Marker 6","Alt+Shift+Q","True"
"Transport","Set Marker 7","Alt+Shift+R","True"
"Transport","Set Marker 8","Alt+Shift+U","True"
"Transport","Set Marker 9","Alt+Shift+V","True"
"Transport","Set Punch In Position","Alt+Shift+W","True"
"Transport","Set Punch Out Position","Alt+Shift+X","True"
"Transport","Set Punch Points To Selection","Alt+Shift+Y","True"
"Transport","Set Right Locator","Ctrl+Pad2","True"
"Transport","Shuttle Play 1/2x","Alt+Shift+0","True"
"Transport","Shuttle Play 1/4x","Alt+Shift+2","True"
"Transport","Shuttle Play 1/8x","Alt+Shift+3","True"
"Transport","Shuttle Play 1x","Alt+Shift+4","True"
"Transport","Shuttle Play 2x","Alt+Shift+5","True"
"Transport","Shuttle Play 4x","Alt+Shift+6","True"
"Transport","Shuttle Play 8x","Alt+Shift+7","True"
"Transport","Shuttle Play Reverse 1/2x","Alt+Shift+8","True"
"Transport","Shuttle Play Reverse 1/4x","Alt+Shift+9","True"
"Transport","Shuttle Play Reverse 1/8x","Alt+Shift+F1","True"
"Transport","Shuttle Play Reverse 1x","Alt+Shift+F2","True"
"Transport","Shuttle Play Reverse 2x","Alt+Shift+F3","True"
"Transport","Shuttle Play Reverse 4x","Alt+Shift+F4","True"
"Transport","Shuttle Play Reverse 8x","Alt+Shift+F5","True"
"Transport","Start","Enter","True"
"Transport","Start Mode","Alt+Shift+F6","True"
"Transport","Start Record at Left Locator","Alt+Shift+F7","True"
"Transport","StartStop","Space","True"
"Transport","StartStop Preview","Alt+Shift+F8","True"
"Transport","Step Back Bar","Alt+Shift+F9","True"
"Transport","Step Bar","Alt+Shift+F10","True"
"Transport","Stop","Pad0","True"
"Transport","Sync Punch To Cycle","Alt+Shift+F11","True"
"Transport","Tempo Track Rehearsal Mode On/Off","Alt+Shift+F12","True"
"Transport","To Cycle Marker 1","Alt+Shift+F13","True"
"Transport","To Cycle Marker 2","Alt+Shift+F14","True"
"Transport","To Cycle Marker 3","Alt+Shift+F15","True"
"Transport","To Cycle Marker 4","Alt+Shift+F16","True"
"Transport","To Cycle Marker 5","Alt+Shift+F17","True"
"Transport","To Cycle Marker 6","Alt+Shift+F18","True"
"Transport","To Cycle Marker 7","Alt+Shift+F19","True"
"Transport","To Cycle Marker 8","Alt+Shift+F20","True"
"Transport","To Cycle Marker 9","Alt+Shift+F21","True"
"Transport","To Cycle Marker X","Alt+Shift+F22","True"
"Transport","To Left Locator","Pad1","True"
"Transport","To Marker 1","Shift+1","True"
"Transport","To Marker 2","Shift+2","True"
"Transport","To Marker 3","Alt+Shift+F23","True"
"Transport","To Marker 4","Alt+Shift+F24","True"
"Transport","To Marker 5","Alt+Shift+Num0","True"
"Transport","To Marker 6","Alt+Shift+Num1","True"
"Transport","To Marker 7","Alt+Shift+Num2","True"
"Transport","To Marker 8","Alt+Shift+Num3","True"
"Transport","To Marker 9","Alt+Shift+Num4","True"
"Transport","To Marker X","Alt+Shift+Num5","True"
"Transport","To Punch In Position","Alt+Shift+Num6","True"
"Transport","To Punch Out Position","Alt+Shift+Num7","True"
"Transport","To Right Locator","Pad2","True"
"Transport","Toggle: Cycle follows when locating to Markers","Alt+Shift+Num8","True"
"Transport","Unlock Record","Alt+Shift+Num9","True"
"Transport","Use External Sync","Alt+Shift+T","True"
"Transport","Use Post-roll","Alt+Shift+Num+","True"
"Transport","Use Pre-/Post-Roll","Alt+Shift+Num-","True"
"Transport","Use Pre-roll","Alt+Shift+Num*","True"
"Video","Mute all video tracks",,"False"
"VRPlayerRemote","Show Dialog",,"False"
"VST Connect PRO","Add Talkback Channel",,"False"
"VST Connect PRO","Check And Repair Configuration",,"False"
"VST Connect PRO","Create Performer Track",,"False"
"VST Connect PRO","Create VST Connect",,"False"
"VST Connect PRO","Open VST Connect editor",,"False"
"VST Connect PRO","Remove VST Connect",,"False"
"VST Connect SE","Add Talkback Channel",,"False"
"VST Connect SE","Check And Repair Configuration",,"False"
"VST Connect SE","Create Performer Track",,"False"
"VST Connect SE","Create VST Connect",,"False"
"VST Connect SE","Open VST Connect editor",,"False"
"VST Connect SE","Remove VST Connect",,"False"
"Window Zones","Show Next Page",,"False"
"Window Zones","Show Next Tab","Ctrl+Alt+Right Arrow","True"
"Window Zones","Show Previous Page",,"False"
"Window Zones","Show Previous Tab","Ctrl+Alt+Left Arrow","True"
"Window Zones","Show/Hide Channel Left Zone","Ctrl+Alt+C","True"
"Window Zones","Show/Hide Editor Visibility",,"False"
"Window Zones","Show/Hide Extended Left Zone",,"False"
"Window Zones","Show/Hide Left Zone",,"False"
"Window Zones","Show/Hide Lower Zone",,"False"
"Window Zones","Show/Hide Right Zone","Ctrl+Alt+R","True"
"Window Zones","Show/Hide Transport Zone","Ctrl+Alt+T","True"
"Windows","Close All",,"False"
"Windows","Close All Plug-in Windows",,"False"
"Windows","Maximize",,"False"
"Windows","Minimize",,"False"
"Windows","Minimize All",,"False"
"Windows","Restore All",,"False"
"Windows","Select Next Plug-in Window",,"False"
"Windows","Show/Hide Desktop",,"False"
"Windows","Show/Hide Plug-ins",,"False"
"Windows","User Interface Scaling: Decrease",,"False"
"Windows","User Interface Scaling: Increase",,"False"
"Workspaces","New","Ctrl+Pad0","True"
"Workspaces","No Workspace","Alt+Pad0","True"
"Workspaces","Organize",,"False"
"Workspaces","Update Workspace","Alt+U","True"
"Workspaces","Workspace 1","Alt+Pad1","True"
"Workspaces","Workspace 2","Alt+Pad2","True"
"Workspaces","Workspace 3","Alt+Pad3","True"
"Workspaces","Workspace 4","Alt+Pad4","True"
"Workspaces","Workspace 5","Alt+Pad5","True"
"Workspaces","Workspace 6","Alt+Pad6","True"
"Workspaces","Workspace 7","Alt+Pad7","True"
"Workspaces","Workspace 8","Alt+Pad8","True"
"Workspaces","Workspace 9","Alt+Pad9","True"
"Workspaces","Workspace X","Ctrl+Alt+Pad0","True"
"Zoom","Redo Zoom","Ctrl+F6","True"
"Zoom","Undo Zoom","Ctrl+F7","True"
"Zoom","Zoom 4 Tracks","Ctrl+F8","True"
"Zoom","Zoom 8 Tracks","Ctrl+F9","True"
"Zoom","Zoom Cycle Marker 1","Ctrl+F10","True"
"Zoom","Zoom Cycle Marker 2","Ctrl+F11","True"
"Zoom","Zoom Cycle Marker 3","Ctrl+F12","True"
"Zoom","Zoom Cycle Marker 4","Ctrl+F13","True"
"Zoom","Zoom Cycle Marker 5","Ctrl+F14","True"
"Zoom","Zoom Cycle Marker 6","Ctrl+F15","True"
"Zoom","Zoom Cycle Marker 7","Ctrl+F16","True"
"Zoom","Zoom Cycle Marker 8","Ctrl+F17","True"
"Zoom","Zoom Cycle Marker 9","Ctrl+F18","True"
"Zoom","Zoom Full","Shift+F","True"
"Zoom","Zoom In","H","True"
"Zoom","Zoom In On Waveform Vertically","Alt+H","True"
"Zoom","Zoom In Tracks","Ctrl+Down Arrow","True"
"Zoom","Zoom In Vertically","Shift+H","True"
"Zoom","Zoom MEM","Ctrl+F19","True"
"Zoom","Zoom N Tracks","Ctrl+F20","True"
"Zoom","Zoom Out","G","True"
"Zoom","Zoom Out Of Waveform Vertically","Alt+G","True"
"Zoom","Zoom Out Tracks","Ctrl+Up Arrow","True"
"Zoom","Zoom Out Vertically","Shift+G","True"
"Zoom","Zoom Preset 1","Ctrl+F21","True"
"Zoom","Zoom Preset 2","Ctrl+F22","True"
"Zoom","Zoom Preset 3","Ctrl+F23","True"
"Zoom","Zoom Preset 4","Ctrl+F24","True"
"Zoom","Zoom Preset 5","Ctrl+Num0","True"
"Zoom","Zoom to Event","Shift+E","True"
"Zoom","Zoom to Locators","Ctrl+Num9","True"
"Zoom","Zoom to Selection","Alt+S","True"
"Zoom","Zoom to Selection Horizontally","Ctrl+Num+","True"
"Zoom","Zoom Tracks 1 Row","Ctrl+Num1","True"
"Zoom","Zoom Tracks 2 Rows","Ctrl+Num2","True"
"Zoom","Zoom Tracks 3 Rows","Ctrl+Num3","True"
"Zoom","Zoom Tracks 4 Rows","Ctrl+Num4","True"
"Zoom","Zoom Tracks Exclusive","Z","True"
"Zoom","Zoom Tracks Full","Ctrl+Num5","True"
"Zoom","Zoom Tracks Minimal","Ctrl+Num6","True"
"Zoom","Zoom Tracks N Rows","Ctrl+Num7","True"
"Zoom","Zoom ZAP","Ctrl+Num8","True"
